substance_name,jrc_id,topcategory,endpointcategory,endpoint,value_numeric,unit,text_value,reference,source_type,provenance_note
"NM-110 (Zinc Oxide, uncoated)",JRCNM01100a,TOX,ENM_0000068_SECTION,CFE,87.95986622073578,%,,NANoREG D5.06 ED NILU CFE data using A459_18102016.xlsx,literature_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
"NM-110 (Zinc Oxide, uncoated)",JRCNM01100a,TOX,ENM_0000068_SECTION,CFE,84.14634146341464,%,,NANoREG D5.06 ED NILU CFE data using A459_18102016.xlsx,literature_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
"NM-110 (Zinc Oxide, uncoated)",JRCNM01100a,P-CHEM,PC_GRANULOMETRY_SECTION,SIZE DISTRIBUTION,27.0,nm,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
"NM-110 (Zinc Oxide, uncoated)",JRCNM01100a,P-CHEM,PC_GRANULOMETRY_SECTION,SIZE DISTRIBUTION,208.0,nm,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
"NM-110 (Zinc Oxide, uncoated)",JRCNM01100a,P-CHEM,PC_GRANULOMETRY_SECTION,SIZE DISTRIBUTION,181.0,nm,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
"NM-110 (Zinc Oxide, uncoated)",JRCNM01100a,P-CHEM,PC_GRANULOMETRY_SECTION,SIZE DISTRIBUTION,77.0,nm,,NANoREG D5.06 ED NILU CFE data using A459_18102016.xlsx,literature_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
"NM-110 (Zinc Oxide, uncoated)",JRCNM01100a,P-CHEM,PC_GRANULOMETRY_SECTION,SIZE DISTRIBUTION,220.0,nm,,NANoREG D5.06 ED NILU CFE data using A459_18102016.xlsx,literature_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
"NM-110 (Zinc Oxide, uncoated)",JRCNM01100a,P-CHEM,PC_GRANULOMETRY_SECTION,SIZE DISTRIBUTION,246.0,nm,,NANoREG D5.06 ED NILU CFE data using A459_18102016.xlsx,literature_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
"NM-110 (Zinc Oxide, uncoated)",JRCNM01100a,P-CHEM,PC_GRANULOMETRY_SECTION,SIZE DISTRIBUTION,235.0,nm,,NANoREG D5.06 ED NILU CFE data using A459_18102016.xlsx,literature_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
"NM-110 (Zinc Oxide, uncoated)",JRCNM01100a,P-CHEM,PC_GRANULOMETRY_SECTION,SIZE DISTRIBUTION,113.0,nm,,NANoREG D5.06 ED NILU CFE data using A459_18102016.xlsx,literature_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
"NM-110 (Zinc Oxide, uncoated)",JRCNM01100a,P-CHEM,PC_GRANULOMETRY_SECTION,SIZE DISTRIBUTION,34.0,nm,,NANoREG D5.06 ED NILU CFE data using A459_18102016.xlsx,literature_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
"NM-110 (Zinc Oxide, uncoated)",JRCNM01100a,P-CHEM,PC_GRANULOMETRY_SECTION,SIZE DISTRIBUTION,223.0,nm,,NANoREG D5.06 ED NILU CFE data using A459_18102016.xlsx,literature_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
"NM-110 (Zinc Oxide, uncoated)",JRCNM01100a,TOX,ENM_0000068_SECTION,TOTAL NUMBER OF COLONIES,41.666666666666664,NULL,,NANoREG D5.06 ED NILU CFE data using A459_18102016.xlsx,literature_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
"NM-110 (Zinc Oxide, uncoated)",JRCNM01100a,TOX,ENM_0000068_SECTION,TOTAL NUMBER OF COLONIES,43.166666666666664,NULL,,NANoREG D5.06 ED NILU CFE data using A459_18102016.xlsx,literature_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
"NM-110 (Zinc Oxide, uncoated)",JRCNM01100a,TOX,ENM_0000068_SECTION,CFE,83.61204013377923,%,,NANoREG D5.06 ED NILU CFE data using A459_18102016.xlsx,literature_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
"NM-110 (Zinc Oxide, uncoated)",JRCNM01100a,TOX,ENM_0000068_SECTION,CFE,78.96341463414633,%,,NANoREG D5.06 ED NILU CFE data using A459_18102016.xlsx,literature_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
"NM-110 (Zinc Oxide, uncoated)",JRCNM01100a,TOX,ENM_0000068_SECTION,TOTAL NUMBER OF COLONIES,47.166666666666664,NULL,,NANoREG D5.06 ED NILU CFE data using A459_18102016.xlsx,literature_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
"NM-110 (Zinc Oxide, uncoated)",JRCNM01100a,TOX,ENM_0000068_SECTION,TOTAL NUMBER OF COLONIES,48.0,NULL,,NANoREG D5.06 ED NILU CFE data using A459_18102016.xlsx,literature_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
"NM-110 (Zinc Oxide, uncoated)",JRCNM01100a,TOX,ENM_0000068_SECTION,CFE,94.6488294314381,%,,NANoREG D5.06 ED NILU CFE data using A459_18102016.xlsx,literature_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
"NM-110 (Zinc Oxide, uncoated)",JRCNM01100a,TOX,ENM_0000068_SECTION,CFE,87.8048780487805,%,,NANoREG D5.06 ED NILU CFE data using A459_18102016.xlsx,literature_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
"NM-110 (Zinc Oxide, uncoated)",JRCNM01100a,TOX,ENM_0000068_SECTION,TOTAL NUMBER OF COLONIES,38.833333333333336,NULL,,NANoREG D5.06 ED NILU CFE data using A459_18102016.xlsx,literature_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
"NM-110 (Zinc Oxide, uncoated)",JRCNM01100a,TOX,ENM_0000068_SECTION,TOTAL NUMBER OF COLONIES,36.666666666666664,NULL,,NANoREG D5.06 ED NILU CFE data using A459_18102016.xlsx,literature_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
"NM-110 (Zinc Oxide, uncoated)",JRCNM01100a,TOX,ENM_0000068_SECTION,CFE,77.92642140468226,%,,NANoREG D5.06 ED NILU CFE data using A459_18102016.xlsx,literature_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
"NM-110 (Zinc Oxide, uncoated)",JRCNM01100a,TOX,ENM_0000068_SECTION,CFE,67.07317073170732,%,,NANoREG D5.06 ED NILU CFE data using A459_18102016.xlsx,literature_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
"NM-110 (Zinc Oxide, uncoated)",JRCNM01100a,TOX,ENM_0000068_SECTION,TOTAL NUMBER OF COLONIES,28.5,NULL,,NANoREG D5.06 ED NILU CFE data using A459_18102016.xlsx,literature_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
"NM-110 (Zinc Oxide, uncoated)",JRCNM01100a,TOX,ENM_0000068_SECTION,TOTAL NUMBER OF COLONIES,0.0,NULL,,NANoREG D5.06 ED NILU CFE data using A459_18102016.xlsx,literature_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
"NM-110 (Zinc Oxide, uncoated)",JRCNM01100a,TOX,ENM_0000068_SECTION,CFE,57.190635451505,%,,NANoREG D5.06 ED NILU CFE data using A459_18102016.xlsx,literature_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
"NM-110 (Zinc Oxide, uncoated)",JRCNM01100a,TOX,ENM_0000068_SECTION,CFE,56.097560975609774,%,,NANoREG D5.06 ED NILU CFE data using A459_18102016.xlsx,literature_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
"NM-110 (Zinc Oxide, uncoated)",JRCNM01100a,TOX,ENM_0000068_SECTION,CFE,0.0,%,,NANoREG D5.06 ED NILU CFE data using A459_18102016.xlsx,literature_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
"NM-110 (Zinc Oxide, uncoated)",JRCNM01100a,TOX,ENM_0000068_SECTION,TOTAL NUMBER OF COLONIES,23.666666666666668,NULL,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
"NM-110 (Zinc Oxide, uncoated)",JRCNM01100a,TOX,ENM_0000068_SECTION,CFE,92.2077922077922,%,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
"NM-110 (Zinc Oxide, uncoated)",JRCNM01100a,P-CHEM,PC_GRANULOMETRY_SECTION,SIZE DISTRIBUTION,42.0,nm,,NANoREG D5.06 ED NILU CFE data using A459_18102016.xlsx,literature_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
"NM-110 (Zinc Oxide, uncoated)",JRCNM01100a,P-CHEM,PC_GRANULOMETRY_SECTION,SIZE DISTRIBUTION,142.0,nm,,NANoREG D5.06 ED NILU CFE data using A459_18102016.xlsx,literature_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
"NM-110 (Zinc Oxide, uncoated)",JRCNM01100a,P-CHEM,PC_GRANULOMETRY_SECTION,SIZE DISTRIBUTION,45.0,nm,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
"NM-110 (Zinc Oxide, uncoated)",JRCNM01100a,P-CHEM,PC_GRANULOMETRY_SECTION,SIZE DISTRIBUTION,130.0,nm,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
"NM-110 (Zinc Oxide, uncoated)",JRCNM01100a,TOX,ENM_0000068_SECTION,TOTAL NUMBER OF COLONIES,27.166666666666668,NULL,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
"NM-110 (Zinc Oxide, uncoated)",JRCNM01100a,TOX,ENM_0000068_SECTION,CFE,105.84415584415584,%,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
"NM-110 (Zinc Oxide, uncoated)",JRCNM01100a,TOX,ENM_0000068_SECTION,TOTAL NUMBER OF COLONIES,16.166666666666668,NULL,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
"NM-110 (Zinc Oxide, uncoated)",JRCNM01100a,TOX,ENM_0000068_SECTION,CFE,62.98701298701298,%,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
"NM-110 (Zinc Oxide, uncoated)",JRCNM01100a,TOX,ENM_0000068_SECTION,TOTAL NUMBER OF COLONIES,17.833333333333332,NULL,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
"NM-110 (Zinc Oxide, uncoated)",JRCNM01100a,TOX,ENM_0000068_SECTION,CFE,69.48051948051946,%,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
"NM-110 (Zinc Oxide, uncoated)",JRCNM01100a,TOX,ENM_0000068_SECTION,TOTAL NUMBER OF COLONIES,11.833333333333334,NULL,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
"NM-110 (Zinc Oxide, uncoated)",JRCNM01100a,TOX,ENM_0000068_SECTION,CFE,46.103896103896105,%,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
ZnO,JRCNM01100,TOX,ENM_0000068_SECTION,RESULT,1.49848943,NULL,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
ZnO,JRCNM01100,TOX,ENM_0000068_SECTION,RESULT,1.33308157,NULL,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
ZnO,JRCNM01100,TOX,ENM_0000068_SECTION,RESULT,1.23716012,NULL,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
ZnO,JRCNM01100,TOX,ENM_0000068_SECTION,RESULT,0.68504532,NULL,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
ZnO,JRCNM01100,TOX,ENM_0000068_SECTION,RESULT,0.61706949,NULL,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
ZnO,JRCNM01100,TOX,ENM_0000068_SECTION,RESULT,0.17145015,NULL,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
ZnO,JRCNM01100,TOX,ENM_0000068_SECTION,RESULT,1.17221537,NULL,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
ZnO,JRCNM01100,TOX,ENM_0000068_SECTION,RESULT,1.22605836,NULL,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
ZnO,JRCNM01100,TOX,ENM_0000068_SECTION,RESULT,1.26058364,NULL,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
ZnO,JRCNM01100,TOX,ENM_0000068_SECTION,RESULT,0.85491163,NULL,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
ZnO,JRCNM01100,TOX,ENM_0000068_SECTION,RESULT,0.5215783,NULL,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
ZnO,JRCNM01100,TOX,ENM_0000068_SECTION,RESULT,0.31154953,NULL,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
ZnO,JRCNM01100,TOX,ENM_0000068_SECTION,RESULT,0.96423885,NULL,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
ZnO,JRCNM01100,TOX,ENM_0000068_SECTION,RESULT,1.09645669,NULL,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
ZnO,JRCNM01100,TOX,ENM_0000068_SECTION,RESULT,1.16568241,NULL,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
ZnO,JRCNM01100,TOX,ENM_0000068_SECTION,RESULT,0.87926509,NULL,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
ZnO,JRCNM01100,TOX,ENM_0000068_SECTION,RESULT,0.49015748,NULL,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
ZnO,JRCNM01100,TOX,ENM_0000068_SECTION,RESULT,0.18372703,NULL,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
ZnO,JRCNM01100,TOX,ENM_0000068_SECTION,RESULT,1.15110264,NULL,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
ZnO,JRCNM01100,TOX,ENM_0000068_SECTION,RESULT,1.08140485,NULL,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
ZnO,JRCNM01100,TOX,ENM_0000068_SECTION,RESULT,0.93874217,NULL,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
ZnO,JRCNM01100,TOX,ENM_0000068_SECTION,RESULT,0.82657228,NULL,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
ZnO,JRCNM01100,TOX,ENM_0000068_SECTION,RESULT,0.35937925,NULL,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
ZnO,JRCNM01100,TOX,ENM_0000068_SECTION,RESULT,0.19439151,NULL,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
ZnO,JRCNM01100,TOX,ENM_0000068_SECTION,RESULT,1.11038371,NULL,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
ZnO,JRCNM01100,TOX,ENM_0000068_SECTION,RESULT,1.15984724,NULL,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
ZnO,JRCNM01100,TOX,ENM_0000068_SECTION,RESULT,1.16457538,NULL,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
ZnO,JRCNM01100,TOX,ENM_0000068_SECTION,RESULT,1.0798327,NULL,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
ZnO,JRCNM01100,TOX,ENM_0000068_SECTION,RESULT,0.65430078,NULL,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
ZnO,JRCNM01100,TOX,ENM_0000068_SECTION,RESULT,0.28805237,NULL,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
ZnO,JRCNM01100,TOX,ENM_0000068_SECTION,RESULT,0.946891,NULL,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
ZnO,JRCNM01100,TOX,ENM_0000068_SECTION,RESULT,1.08266277,NULL,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
ZnO,JRCNM01100,TOX,ENM_0000068_SECTION,RESULT,1.12860278,NULL,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
ZnO,JRCNM01100,TOX,ENM_0000068_SECTION,RESULT,1.04433065,NULL,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
ZnO,JRCNM01100,TOX,ENM_0000068_SECTION,RESULT,0.64637893,NULL,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
ZnO,JRCNM01100,TOX,ENM_0000068_SECTION,RESULT,0.28675933,NULL,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
ZnO,JRCNM01100,TOX,ENM_0000068_SECTION,RESULT,0.96108461,NULL,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
ZnO,JRCNM01100,TOX,ENM_0000068_SECTION,RESULT,1.07875136,NULL,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
ZnO,JRCNM01100,TOX,ENM_0000068_SECTION,RESULT,1.21901414,NULL,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
ZnO,JRCNM01100,TOX,ENM_0000068_SECTION,RESULT,1.09615867,NULL,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
ZnO,JRCNM01100,TOX,ENM_0000068_SECTION,RESULT,0.70767428,NULL,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
ZnO,JRCNM01100,TOX,ENM_0000068_SECTION,RESULT,0.27918654,NULL,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
ZnO,JRCNM01100,TOX,ENM_0000068_SECTION,RESULT,0.89754133,NULL,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
ZnO,JRCNM01100,TOX,ENM_0000068_SECTION,RESULT,1.05915918,NULL,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
ZnO,JRCNM01100,TOX,ENM_0000068_SECTION,RESULT,1.13837375,NULL,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
ZnO,JRCNM01100,TOX,ENM_0000068_SECTION,RESULT,1.14290509,NULL,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
ZnO,JRCNM01100,TOX,ENM_0000068_SECTION,RESULT,0.86380801,NULL,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
ZnO,JRCNM01100,TOX,ENM_0000068_SECTION,RESULT,0.38701015,NULL,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
ZnO,JRCNM01100,TOX,ENM_0000068_SECTION,RESULT,0.99421965,NULL,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
ZnO,JRCNM01100,TOX,ENM_0000068_SECTION,RESULT,1.23545279,NULL,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
ZnO,JRCNM01100,TOX,ENM_0000068_SECTION,RESULT,1.08028259,NULL,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
ZnO,JRCNM01100,TOX,ENM_0000068_SECTION,RESULT,1.07206166,NULL,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
ZnO,JRCNM01100,TOX,ENM_0000068_SECTION,RESULT,0.71599229,NULL,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
ZnO,JRCNM01100,TOX,ENM_0000068_SECTION,RESULT,0.39845857,NULL,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
ZnO,JRCNM01100,TOX,ENM_0000068_SECTION,RESULT,1.13488372,NULL,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
ZnO,JRCNM01100,TOX,ENM_0000068_SECTION,RESULT,1.03436693,NULL,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
ZnO,JRCNM01100,TOX,ENM_0000068_SECTION,RESULT,1.07571059,NULL,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
ZnO,JRCNM01100,TOX,ENM_0000068_SECTION,RESULT,0.70206718,NULL,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
ZnO,JRCNM01100,TOX,ENM_0000068_SECTION,RESULT,0.29870801,NULL,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
ZnO,JRCNM01100,TOX,ENM_0000068_SECTION,RESULT,0.16950904,NULL,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
ZnO,JRCNM01100,TOX,ENM_0000068_SECTION,RESULT,1.18420294,NULL,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
ZnO,JRCNM01100,TOX,ENM_0000068_SECTION,RESULT,1.20466993,NULL,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
ZnO,JRCNM01100,TOX,ENM_0000068_SECTION,RESULT,1.26578265,NULL,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
ZnO,JRCNM01100,TOX,ENM_0000068_SECTION,RESULT,0.82848083,NULL,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
ZnO,JRCNM01100,TOX,ENM_0000068_SECTION,RESULT,0.49091957,NULL,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
ZnO,JRCNM01100,TOX,ENM_0000068_SECTION,RESULT,0.32113001,NULL,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
ZnO,JRCNM01100,TOX,ENM_0000068_SECTION,RESULT,1.09776239,NULL,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
ZnO,JRCNM01100,TOX,ENM_0000068_SECTION,RESULT,1.25998934,NULL,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
ZnO,JRCNM01100,TOX,ENM_0000068_SECTION,RESULT,1.15423548,NULL,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
ZnO,JRCNM01100,TOX,ENM_0000068_SECTION,RESULT,0.73574853,NULL,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
ZnO,JRCNM01100,TOX,ENM_0000068_SECTION,RESULT,0.36574321,NULL,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
